epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
160,0.8390828,0.0815073,0.2016465,0.07550252,1610.0,-25.763042,0.0,8050.0,0.1
161,0.8390574,0.081507735,0.20162405,0.07551803,1620.0,-19.689602,0.2,8100.0,0.06
162,0.8391676,0.081520505,0.20166518,0.075647965,1630.0,-28.201117,0.2,8150.0,0.24
163,0.8391314,0.08152709,0.2016539,0.07562972,1640.0,-21.765987,0.2,8200.0,0.1
164,0.83912945,0.08153962,0.20165776,0.07568176,1650.0,-29.65949,0.1,8250.0,0.08
165,0.83908004,0.08149964,0.20163865,0.07577721,1660.0,-16.389698,0.4,8300.0,0.12
166,0.8391226,0.08146222,0.20166473,0.07577042,1670.0,-21.577208,0.2,8350.0,0.1
167,0.8390651,0.08153411,0.20162706,0.075897224,1680.0,-25.846231,0.0,8400.0,0.16
168,0.8390398,0.08148013,0.20165867,0.07604555,1690.0,-21.328278,0.1,8450.0,0.12
169,0.839063,0.08141819,0.20166147,0.07603524,1700.0,-23.481787,0.2,8500.0,0.18
170,0.83909744,0.08140806,0.2017051,0.07614842,1710.0,-24.225306,0.1,8550.0,0.2
171,0.83901477,0.0815739,0.20172814,0.0763085,1720.0,-20.579062,0.0,8600.0,0.28
172,0.83905584,0.08152721,0.20172562,0.07629504,1730.0,-22.383173,0.1,8650.0,0.14
173,0.8390312,0.08147957,0.20172317,0.07642293,1740.0,-21.881054,0.1,8700.0,0.18
174,0.8390327,0.08152556,0.20173943,0.07651093,1750.0,-26.343908,0.0,8750.0,0.06
175,0.8390453,0.081503056,0.20175453,0.07658032,1760.0,-27.288025,0.0,8800.0,0.24
176,0.83905107,0.08154735,0.20177676,0.076651275,1770.0,-34.919563,0.1,8850.0,0.18
177,0.8390582,0.08150286,0.20177421,0.07667716,1780.0,-19.403088,0.1,8900.0,0.06
178,0.8390751,0.08146867,0.20177492,0.07685666,1790.0,-19.692043,0.2,8950.0,0.18
179,0.8391309,0.08148614,0.20181575,0.077034436,1800.0,-32.520218,0.0,9000.0,0.1
180,0.83912605,0.0814939,0.2018042,0.07716814,1810.0,-20.477892,0.1,9050.0,0.14
181,0.83916456,0.08152508,0.20179394,0.07732442,1820.0,-26.344803,0.2,9100.0,0.1
182,0.839158,0.081649214,0.20180945,0.07737216,1830.0,-19.969349,0.2,9150.0,0.16
183,0.8391445,0.081594415,0.20179611,0.0775347,1840.0,-18.889553,0.4,9200.0,0.12
184,0.8391134,0.0818464,0.20181178,0.07774853,1850.0,-23.122202,0.0,9250.0,0.2
185,0.839098,0.08180047,0.20181444,0.077869475,1860.0,-17.451061,0.2,9300.0,0.1
186,0.83905864,0.0819159,0.20181581,0.07795734,1870.0,-24.793877,0.0,9350.0,0.16
187,0.8390851,0.08193389,0.20180866,0.078318566,1880.0,-26.137665,0.1,9400.0,0.08
188,0.8390963,0.08190452,0.20179619,0.0783996,1890.0,-24.829128,0.0,9450.0,0.12
189,0.8391237,0.08197214,0.20181379,0.07857208,1900.0,-21.599764,0.0,9500.0,0.12
190,0.8391042,0.08199467,0.20179331,0.07877116,1910.0,-20.066679,0.2,9550.0,0.12
191,0.8390476,0.082000874,0.20177908,0.07902063,1920.0,-24.09114,0.1,9600.0,0.2
192,0.83901817,0.08195506,0.20176253,0.07914701,1930.0,-24.07127,0.0,9650.0,0.18
193,0.8389847,0.08196631,0.2017166,0.079596035,1940.0,-26.554535,0.1,9700.0,0.14
194,0.83901006,0.08200052,0.20173761,0.07992234,1950.0,-18.495262,0.2,9750.0,0.16
